CUPS;Fecha;Hora;AE_kWh;AS_KWh;AE_AUTOCONS_kWh;REAL/ESTIMADO
ES0031500202734001QW0F;15/09/2022;15;0,245;;;R
ES0031500202734001QW0F;15/09/2022;16;0,243;;;R
ES0031500202734001QW0F;15/09/2022;17;0,335;;;R
ES0031500202734001QW0F;15/09/2022;18;0,234;;;R
ES0031500202734001QW0F;15/09/2022;19;0,131;;;R
ES0031500202734001QW0F;15/09/2022;20;0,291;;;R
ES0031500202734001QW0F;15/09/2022;21;1,035;;;R
ES0031500202734001QW0F;15/09/2022;22;0,452;;;R
ES0031500202734001QW0F;15/09/2022;23;0,371;;;R
ES0031500202734001QW0F;15/09/2022;24;0,38;;;R
ES0031500202734001QW0F;16/09/2022;1;0,356;;;R
ES0031500202734001QW0F;16/09/2022;2;0,184;;;R
ES0031500202734001QW0F;16/09/2022;3;0,146;;;R
ES0031500202734001QW0F;16/09/2022;4;0,196;;;R
ES0031500202734001QW0F;16/09/2022;5;0,173;;;R
ES0031500202734001QW0F;16/09/2022;6;0,16;;;R
ES0031500202734001QW0F;16/09/2022;7;0,152;;;R
ES0031500202734001QW0F;16/09/2022;8;0,209;;;R
ES0031500202734001QW0F;16/09/2022;9;0,201;;;R
ES0031500202734001QW0F;16/09/2022;10;0,129;;;R
ES0031500202734001QW0F;16/09/2022;11;0,152;;;R
ES0031500202734001QW0F;16/09/2022;12;0,136;;;R
ES0031500202734001QW0F;16/09/2022;13;0,48;;;R
ES0031500202734001QW0F;16/09/2022;14;0,171;;;R
ES0031500202734001QW0F;16/09/2022;15;1,013;;;R
ES0031500202734001QW0F;16/09/2022;16;0,237;;;R
ES0031500202734001QW0F;16/09/2022;17;0,178;;;R
ES0031500202734001QW0F;16/09/2022;18;0,204;;;R
ES0031500202734001QW0F;16/09/2022;19;0,177;;;R
ES0031500202734001QW0F;16/09/2022;20;0,363;;;R
ES0031500202734001QW0F;16/09/2022;21;0,182;;;R
ES0031500202734001QW0F;16/09/2022;22;0,23;;;R
ES0031500202734001QW0F;16/09/2022;23;0,336;;;R
ES0031500202734001QW0F;16/09/2022;24;0,295;;;R
ES0031500202734001QW0F;17/09/2022;1;0,263;;;R
ES0031500202734001QW0F;17/09/2022;2;0,204;;;R
ES0031500202734001QW0F;17/09/2022;3;0,175;;;R
ES0031500202734001QW0F;17/09/2022;4;0,155;;;R
ES0031500202734001QW0F;17/09/2022;5;0,147;;;R
ES0031500202734001QW0F;17/09/2022;6;0,148;;;R
ES0031500202734001QW0F;17/09/2022;7;0,14;;;R
ES0031500202734001QW0F;17/09/2022;8;0,157;;;R
ES0031500202734001QW0F;17/09/2022;9;0,36;;;R
ES0031500202734001QW0F;17/09/2022;10;0,232;;;R
ES0031500202734001QW0F;17/09/2022;11;0,176;;;R
ES0031500202734001QW0F;17/09/2022;12;0,175;;;R
ES0031500202734001QW0F;17/09/2022;13;0,156;;;R
ES0031500202734001QW0F;17/09/2022;14;0,172;;;R
ES0031500202734001QW0F;17/09/2022;15;0,18;;;R
ES0031500202734001QW0F;17/09/2022;16;0,128;;;R
ES0031500202734001QW0F;17/09/2022;17;0,168;;;R
ES0031500202734001QW0F;17/09/2022;18;0,175;;;R
ES0031500202734001QW0F;17/09/2022;19;0,17;;;R
ES0031500202734001QW0F;17/09/2022;20;0,161;;;R
ES0031500202734001QW0F;17/09/2022;21;0,135;;;R
ES0031500202734001QW0F;17/09/2022;22;0,29;;;R
ES0031500202734001QW0F;17/09/2022;23;0,262;;;R
ES0031500202734001QW0F;17/09/2022;24;0,261;;;R
ES0031500202734001QW0F;18/09/2022;1;0,21;;;R
ES0031500202734001QW0F;18/09/2022;2;0,148;;;R
ES0031500202734001QW0F;18/09/2022;3;0,148;;;R
ES0031500202734001QW0F;18/09/2022;4;0,136;;;R
ES0031500202734001QW0F;18/09/2022;5;0,16;;;R
ES0031500202734001QW0F;18/09/2022;6;0,155;;;R
ES0031500202734001QW0F;18/09/2022;7;0,141;;;R
ES0031500202734001QW0F;18/09/2022;8;0,149;;;R
ES0031500202734001QW0F;18/09/2022;9;0,134;;;R
ES0031500202734001QW0F;18/09/2022;10;0,231;;;R
ES0031500202734001QW0F;18/09/2022;11;0,164;;;R
ES0031500202734001QW0F;18/09/2022;12;0,205;;;R
ES0031500202734001QW0F;18/09/2022;13;0,161;;;R
ES0031500202734001QW0F;18/09/2022;14;0,162;;;R
ES0031500202734001QW0F;18/09/2022;15;0,136;;;R
ES0031500202734001QW0F;18/09/2022;16;0,147;;;R
ES0031500202734001QW0F;18/09/2022;17;0,303;;;R
ES0031500202734001QW0F;18/09/2022;18;0,244;;;R
ES0031500202734001QW0F;18/09/2022;19;0,155;;;R
ES0031500202734001QW0F;18/09/2022;20;0,207;;;R
ES0031500202734001QW0F;18/09/2022;21;0,662;;;R
ES0031500202734001QW0F;18/09/2022;22;1,483;;;R
ES0031500202734001QW0F;18/09/2022;23;0,313;;;R
ES0031500202734001QW0F;18/09/2022;24;0,603;;;R
ES0031500202734001QW0F;19/09/2022;1;0,196;;;R
ES0031500202734001QW0F;19/09/2022;2;0,378;;;R
ES0031500202734001QW0F;19/09/2022;3;0,155;;;R
ES0031500202734001QW0F;19/09/2022;4;0,14;;;R
ES0031500202734001QW0F;19/09/2022;5;0,137;;;R
ES0031500202734001QW0F;19/09/2022;6;0,151;;;R
ES0031500202734001QW0F;19/09/2022;7;0,14;;;R
ES0031500202734001QW0F;19/09/2022;8;0,2;;;R
ES0031500202734001QW0F;19/09/2022;9;0,144;;;R
ES0031500202734001QW0F;19/09/2022;10;0,136;;;R
ES0031500202734001QW0F;19/09/2022;11;0,123;;;R
ES0031500202734001QW0F;19/09/2022;12;0,131;;;R
ES0031500202734001QW0F;19/09/2022;13;0,141;;;R
ES0031500202734001QW0F;19/09/2022;14;0,134;;;R
ES0031500202734001QW0F;19/09/2022;15;0,276;;;R
ES0031500202734001QW0F;19/09/2022;16;0,243;;;R
ES0031500202734001QW0F;19/09/2022;17;0,246;;;R
ES0031500202734001QW0F;19/09/2022;18;0,229;;;R
ES0031500202734001QW0F;19/09/2022;19;0,281;;;R
ES0031500202734001QW0F;19/09/2022;20;0,275;;;R
ES0031500202734001QW0F;19/09/2022;21;0,148;;;R
ES0031500202734001QW0F;19/09/2022;22;0,131;;;R
ES0031500202734001QW0F;19/09/2022;23;0,177;;;R
ES0031500202734001QW0F;19/09/2022;24;0,297;;;R
ES0031500202734001QW0F;20/09/2022;1;0,256;;;R
ES0031500202734001QW0F;20/09/2022;2;0,204;;;R
ES0031500202734001QW0F;20/09/2022;3;0,172;;;R
ES0031500202734001QW0F;20/09/2022;4;0,146;;;R
ES0031500202734001QW0F;20/09/2022;5;0,14;;;R
ES0031500202734001QW0F;20/09/2022;6;0,153;;;R
ES0031500202734001QW0F;20/09/2022;7;0,147;;;R
ES0031500202734001QW0F;20/09/2022;8;0,156;;;R
ES0031500202734001QW0F;20/09/2022;9;0,143;;;R
ES0031500202734001QW0F;20/09/2022;10;0,19;;;R
ES0031500202734001QW0F;20/09/2022;11;0,135;;;R
ES0031500202734001QW0F;20/09/2022;12;0,55;;;R
ES0031500202734001QW0F;20/09/2022;13;0,541;;;R
ES0031500202734001QW0F;20/09/2022;14;1,183;;;R
ES0031500202734001QW0F;20/09/2022;15;1,18;;;R
ES0031500202734001QW0F;20/09/2022;16;0,405;;;R
ES0031500202734001QW0F;20/09/2022;17;0,786;;;R
ES0031500202734001QW0F;20/09/2022;18;0,553;;;R
ES0031500202734001QW0F;20/09/2022;19;0,307;;;R
ES0031500202734001QW0F;20/09/2022;20;0,429;;;R
ES0031500202734001QW0F;20/09/2022;21;0,49;;;R
ES0031500202734001QW0F;20/09/2022;22;0,496;;;R
ES0031500202734001QW0F;20/09/2022;23;0,338;;;R
ES0031500202734001QW0F;20/09/2022;24;0,31;;;R
ES0031500202734001QW0F;21/09/2022;1;0,272;;;R
ES0031500202734001QW0F;21/09/2022;2;0,208;;;R
ES0031500202734001QW0F;21/09/2022;3;0,221;;;R
ES0031500202734001QW0F;21/09/2022;4;0,146;;;R
ES0031500202734001QW0F;21/09/2022;5;0,152;;;R
ES0031500202734001QW0F;21/09/2022;6;0,153;;;R
ES0031500202734001QW0F;21/09/2022;7;0,275;;;R
ES0031500202734001QW0F;21/09/2022;8;0,232;;;R
ES0031500202734001QW0F;21/09/2022;9;0,203;;;R
ES0031500202734001QW0F;21/09/2022;10;0,156;;;R
ES0031500202734001QW0F;21/09/2022;11;0,151;;;R
ES0031500202734001QW0F;21/09/2022;12;0,133;;;R
ES0031500202734001QW0F;21/09/2022;13;0,154;;;R
ES0031500202734001QW0F;21/09/2022;14;0,181;;;R
ES0031500202734001QW0F;21/09/2022;15;0,288;;;R
ES0031500202734001QW0F;21/09/2022;16;0,418;;;R
ES0031500202734001QW0F;21/09/2022;17;0,378;;;R
ES0031500202734001QW0F;21/09/2022;18;0,148;;;R
ES0031500202734001QW0F;21/09/2022;19;0,139;;;R
ES0031500202734001QW0F;21/09/2022;20;0,174;;;R
ES0031500202734001QW0F;21/09/2022;21;0,368;;;R
ES0031500202734001QW0F;21/09/2022;22;0,347;;;R
ES0031500202734001QW0F;21/09/2022;23;0,339;;;R
ES0031500202734001QW0F;21/09/2022;24;0,299;;;R
ES0031500202734001QW0F;22/09/2022;1;0,144;;;R
ES0031500202734001QW0F;22/09/2022;2;0,153;;;R
ES0031500202734001QW0F;22/09/2022;3;0,163;;;R
ES0031500202734001QW0F;22/09/2022;4;0,143;;;R
ES0031500202734001QW0F;22/09/2022;5;0,148;;;R
ES0031500202734001QW0F;22/09/2022;6;0,158;;;R
ES0031500202734001QW0F;22/09/2022;7;0,139;;;R
ES0031500202734001QW0F;22/09/2022;8;0,269;;;R
ES0031500202734001QW0F;22/09/2022;9;0,193;;;R
ES0031500202734001QW0F;22/09/2022;10;0,18;;;R
ES0031500202734001QW0F;22/09/2022;11;0,152;;;R
ES0031500202734001QW0F;22/09/2022;12;0,141;;;R
ES0031500202734001QW0F;22/09/2022;13;0,145;;;R
ES0031500202734001QW0F;22/09/2022;14;0,124;;;R
ES0031500202734001QW0F;22/09/2022;15;0,139;;;R
ES0031500202734001QW0F;22/09/2022;16;0,748;;;R
ES0031500202734001QW0F;22/09/2022;17;0,266;;;R
ES0031500202734001QW0F;22/09/2022;18;0,265;;;R
ES0031500202734001QW0F;22/09/2022;19;0,366;;;R
ES0031500202734001QW0F;22/09/2022;20;0,243;;;R
ES0031500202734001QW0F;22/09/2022;21;0,293;;;R
ES0031500202734001QW0F;22/09/2022;22;0,28;;;R
ES0031500202734001QW0F;22/09/2022;23;0,287;;;R
ES0031500202734001QW0F;22/09/2022;24;0,328;;;R
ES0031500202734001QW0F;23/09/2022;1;0,297;;;R
ES0031500202734001QW0F;23/09/2022;2;0,595;;;R
ES0031500202734001QW0F;23/09/2022;3;0,407;;;R
ES0031500202734001QW0F;23/09/2022;4;0,177;;;R
ES0031500202734001QW0F;23/09/2022;5;0,168;;;R
ES0031500202734001QW0F;23/09/2022;6;0,174;;;R
ES0031500202734001QW0F;23/09/2022;7;0,16;;;R
ES0031500202734001QW0F;23/09/2022;8;0,159;;;R
ES0031500202734001QW0F;23/09/2022;9;0,179;;;R
ES0031500202734001QW0F;23/09/2022;10;0,202;;;R
ES0031500202734001QW0F;23/09/2022;11;0,258;;;R
ES0031500202734001QW0F;23/09/2022;12;0,423;;;R
ES0031500202734001QW0F;23/09/2022;13;0,333;;;R
ES0031500202734001QW0F;23/09/2022;14;0,336;;;R
ES0031500202734001QW0F;23/09/2022;15;0,246;;;R
ES0031500202734001QW0F;23/09/2022;16;0,641;;;R
ES0031500202734001QW0F;23/09/2022;17;0,33;;;R
ES0031500202734001QW0F;23/09/2022;18;0,525;;;R
ES0031500202734001QW0F;23/09/2022;19;0,241;;;R
ES0031500202734001QW0F;23/09/2022;20;0,319;;;R
ES0031500202734001QW0F;23/09/2022;21;0,865;;;R
ES0031500202734001QW0F;23/09/2022;22;0,876;;;R
ES0031500202734001QW0F;23/09/2022;23;0,83;;;R
ES0031500202734001QW0F;23/09/2022;24;0,809;;;R
ES0031500202734001QW0F;24/09/2022;1;1,021;;;R
ES0031500202734001QW0F;24/09/2022;2;0,385;;;R
ES0031500202734001QW0F;24/09/2022;3;0,528;;;R
ES0031500202734001QW0F;24/09/2022;4;0,245;;;R
ES0031500202734001QW0F;24/09/2022;5;0,197;;;R
ES0031500202734001QW0F;24/09/2022;6;0,156;;;R
ES0031500202734001QW0F;24/09/2022;7;0,201;;;R
ES0031500202734001QW0F;24/09/2022;8;0,199;;;R
ES0031500202734001QW0F;24/09/2022;9;0,113;;;R
ES0031500202734001QW0F;24/09/2022;10;0,654;;;R
ES0031500202734001QW0F;24/09/2022;11;0,683;;;R
ES0031500202734001QW0F;24/09/2022;12;0,375;;;R
ES0031500202734001QW0F;24/09/2022;13;0,58;;;R
ES0031500202734001QW0F;24/09/2022;14;0,584;;;R
ES0031500202734001QW0F;24/09/2022;15;0,258;;;R
ES0031500202734001QW0F;24/09/2022;16;0,253;;;R
ES0031500202734001QW0F;24/09/2022;17;0,302;;;R
ES0031500202734001QW0F;24/09/2022;18;0,515;;;R
ES0031500202734001QW0F;24/09/2022;19;0,202;;;R
ES0031500202734001QW0F;24/09/2022;20;0,232;;;R
ES0031500202734001QW0F;24/09/2022;21;0,605;;;R
ES0031500202734001QW0F;24/09/2022;22;0,352;;;R
ES0031500202734001QW0F;24/09/2022;23;0,283;;;R
ES0031500202734001QW0F;24/09/2022;24;0,25;;;R
ES0031500202734001QW0F;25/09/2022;1;0,278;;;R
ES0031500202734001QW0F;25/09/2022;2;0,295;;;R
ES0031500202734001QW0F;25/09/2022;3;0,143;;;R
ES0031500202734001QW0F;25/09/2022;4;0,139;;;R
ES0031500202734001QW0F;25/09/2022;5;0,134;;;R
ES0031500202734001QW0F;25/09/2022;6;0,205;;;R
ES0031500202734001QW0F;25/09/2022;7;0,191;;;R
ES0031500202734001QW0F;25/09/2022;8;0,158;;;R
ES0031500202734001QW0F;25/09/2022;9;0,139;;;R
ES0031500202734001QW0F;25/09/2022;10;0,167;;;R
ES0031500202734001QW0F;25/09/2022;11;0,162;;;R
ES0031500202734001QW0F;25/09/2022;12;0,172;;;R
ES0031500202734001QW0F;25/09/2022;13;0,161;;;R
ES0031500202734001QW0F;25/09/2022;14;0,133;;;R
ES0031500202734001QW0F;25/09/2022;15;0,287;;;R
ES0031500202734001QW0F;25/09/2022;16;0,624;;;R
ES0031500202734001QW0F;25/09/2022;17;0,374;;;R
ES0031500202734001QW0F;25/09/2022;18;0,374;;;R
ES0031500202734001QW0F;25/09/2022;19;0,284;;;R
ES0031500202734001QW0F;25/09/2022;20;0,287;;;R
ES0031500202734001QW0F;25/09/2022;21;0,316;;;R
ES0031500202734001QW0F;25/09/2022;22;0,281;;;R
ES0031500202734001QW0F;25/09/2022;23;0,296;;;R
ES0031500202734001QW0F;25/09/2022;24;0,342;;;R
ES0031500202734001QW0F;26/09/2022;1;0,251;;;R
ES0031500202734001QW0F;26/09/2022;2;0,198;;;R
ES0031500202734001QW0F;26/09/2022;3;0,208;;;R
ES0031500202734001QW0F;26/09/2022;4;0,193;;;R
ES0031500202734001QW0F;26/09/2022;5;0,134;;;R
ES0031500202734001QW0F;26/09/2022;6;0,136;;;R
ES0031500202734001QW0F;26/09/2022;7;0,164;;;R
ES0031500202734001QW0F;26/09/2022;8;0,19;;;R
ES0031500202734001QW0F;26/09/2022;9;0,143;;;R
ES0031500202734001QW0F;26/09/2022;10;0,188;;;R
ES0031500202734001QW0F;26/09/2022;11;0,211;;;R
ES0031500202734001QW0F;26/09/2022;12;0,199;;;R
ES0031500202734001QW0F;26/09/2022;13;0,191;;;R
ES0031500202734001QW0F;26/09/2022;14;0,189;;;R
ES0031500202734001QW0F;26/09/2022;15;0,213;;;R
ES0031500202734001QW0F;26/09/2022;16;0,559;;;R
ES0031500202734001QW0F;26/09/2022;17;0,706;;;R
ES0031500202734001QW0F;26/09/2022;18;0,384;;;R
ES0031500202734001QW0F;26/09/2022;19;0,148;;;R
ES0031500202734001QW0F;26/09/2022;20;0,192;;;R
ES0031500202734001QW0F;26/09/2022;21;0,894;;;R
ES0031500202734001QW0F;26/09/2022;22;0,57;;;R
ES0031500202734001QW0F;26/09/2022;23;0,444;;;R
ES0031500202734001QW0F;26/09/2022;24;0,456;;;R
ES0031500202734001QW0F;27/09/2022;1;0,217;;;R
ES0031500202734001QW0F;27/09/2022;2;0,175;;;R
ES0031500202734001QW0F;27/09/2022;3;0,156;;;R
ES0031500202734001QW0F;27/09/2022;4;0,156;;;R
ES0031500202734001QW0F;27/09/2022;5;0,153;;;R
ES0031500202734001QW0F;27/09/2022;6;0,139;;;R
ES0031500202734001QW0F;27/09/2022;7;0,153;;;R
ES0031500202734001QW0F;27/09/2022;8;0,213;;;R
ES0031500202734001QW0F;27/09/2022;9;0,282;;;R
ES0031500202734001QW0F;27/09/2022;10;0,203;;;R
ES0031500202734001QW0F;27/09/2022;11;0,207;;;R
ES0031500202734001QW0F;27/09/2022;12;0,221;;;R
ES0031500202734001QW0F;27/09/2022;13;0,215;;;R
ES0031500202734001QW0F;27/09/2022;14;0,227;;;R
ES0031500202734001QW0F;27/09/2022;15;0,216;;;R
ES0031500202734001QW0F;27/09/2022;16;0,331;;;R
ES0031500202734001QW0F;27/09/2022;17;0,165;;;R
ES0031500202734001QW0F;27/09/2022;18;0,147;;;R
ES0031500202734001QW0F;27/09/2022;19;0,17;;;R
ES0031500202734001QW0F;27/09/2022;20;0,265;;;R
ES0031500202734001QW0F;27/09/2022;21;0,295;;;R
ES0031500202734001QW0F;27/09/2022;22;0,418;;;R
ES0031500202734001QW0F;27/09/2022;23;0,452;;;R
ES0031500202734001QW0F;27/09/2022;24;0,276;;;R
ES0031500202734001QW0F;28/09/2022;1;0,223;;;R
ES0031500202734001QW0F;28/09/2022;2;0,267;;;R
ES0031500202734001QW0F;28/09/2022;3;0,22;;;R
ES0031500202734001QW0F;28/09/2022;4;0,141;;;R
ES0031500202734001QW0F;28/09/2022;5;0,137;;;R
ES0031500202734001QW0F;28/09/2022;6;0,136;;;R
ES0031500202734001QW0F;28/09/2022;7;0,154;;;R
ES0031500202734001QW0F;28/09/2022;8;0,202;;;R
ES0031500202734001QW0F;28/09/2022;9;0,221;;;R
ES0031500202734001QW0F;28/09/2022;10;0,251;;;R
ES0031500202734001QW0F;28/09/2022;11;0,276;;;R
ES0031500202734001QW0F;28/09/2022;12;0,234;;;R
ES0031500202734001QW0F;28/09/2022;13;1,239;;;R
ES0031500202734001QW0F;28/09/2022;14;1,515;;;R
ES0031500202734001QW0F;28/09/2022;15;0,654;;;R
ES0031500202734001QW0F;28/09/2022;16;0,735;;;R
ES0031500202734001QW0F;28/09/2022;17;0,601;;;R
ES0031500202734001QW0F;28/09/2022;18;0,242;;;R
ES0031500202734001QW0F;28/09/2022;19;0,252;;;R
ES0031500202734001QW0F;28/09/2022;20;0,243;;;R
ES0031500202734001QW0F;28/09/2022;21;0,857;;;R
ES0031500202734001QW0F;28/09/2022;22;0,334;;;R
ES0031500202734001QW0F;28/09/2022;23;0,313;;;R
ES0031500202734001QW0F;28/09/2022;24;0,29;;;R
ES0031500202734001QW0F;29/09/2022;1;0,187;;;R
ES0031500202734001QW0F;29/09/2022;2;0,167;;;R
ES0031500202734001QW0F;29/09/2022;3;0,146;;;R
ES0031500202734001QW0F;29/09/2022;4;0,125;;;R
ES0031500202734001QW0F;29/09/2022;5;0,469;;;R
ES0031500202734001QW0F;29/09/2022;6;0,156;;;R
ES0031500202734001QW0F;29/09/2022;7;0,36;;;R
ES0031500202734001QW0F;29/09/2022;8;0,242;;;R
ES0031500202734001QW0F;29/09/2022;9;0,134;;;R
ES0031500202734001QW0F;29/09/2022;10;0,134;;;R
ES0031500202734001QW0F;29/09/2022;11;0,198;;;R
ES0031500202734001QW0F;29/09/2022;12;0,47;;;R
ES0031500202734001QW0F;29/09/2022;13;0,284;;;R
ES0031500202734001QW0F;29/09/2022;14;0,123;;;R
ES0031500202734001QW0F;29/09/2022;15;0,127;;;R
ES0031500202734001QW0F;29/09/2022;16;0,986;;;R
ES0031500202734001QW0F;29/09/2022;17;0,271;;;R
ES0031500202734001QW0F;29/09/2022;18;0,28;;;R
ES0031500202734001QW0F;29/09/2022;19;0,258;;;R
ES0031500202734001QW0F;29/09/2022;20;0,25;;;R
ES0031500202734001QW0F;29/09/2022;21;0,438;;;R
ES0031500202734001QW0F;29/09/2022;22;0,378;;;R
ES0031500202734001QW0F;29/09/2022;23;0,339;;;R
ES0031500202734001QW0F;29/09/2022;24;0,354;;;R
ES0031500202734001QW0F;30/09/2022;1;0,314;;;R
ES0031500202734001QW0F;30/09/2022;2;0,176;;;R
ES0031500202734001QW0F;30/09/2022;3;0,163;;;R
ES0031500202734001QW0F;30/09/2022;4;0,142;;;R
ES0031500202734001QW0F;30/09/2022;5;0,141;;;R
ES0031500202734001QW0F;30/09/2022;6;0,146;;;R
ES0031500202734001QW0F;30/09/2022;7;0,145;;;R
ES0031500202734001QW0F;30/09/2022;8;0,168;;;R
ES0031500202734001QW0F;30/09/2022;9;0,227;;;R
ES0031500202734001QW0F;30/09/2022;10;0,194;;;R
ES0031500202734001QW0F;30/09/2022;11;0,173;;;R
ES0031500202734001QW0F;30/09/2022;12;0,21;;;R
ES0031500202734001QW0F;30/09/2022;13;0,187;;;R
ES0031500202734001QW0F;30/09/2022;14;0,187;;;R
ES0031500202734001QW0F;30/09/2022;15;0,62;;;R
ES0031500202734001QW0F;30/09/2022;16;0,229;;;R
ES0031500202734001QW0F;30/09/2022;17;0,217;;;R
ES0031500202734001QW0F;30/09/2022;18;0,169;;;R
ES0031500202734001QW0F;30/09/2022;19;0,154;;;R
ES0031500202734001QW0F;30/09/2022;20;0,184;;;R
ES0031500202734001QW0F;30/09/2022;21;0,296;;;R
ES0031500202734001QW0F;30/09/2022;22;0,267;;;R
ES0031500202734001QW0F;30/09/2022;23;0,278;;;R
ES0031500202734001QW0F;30/09/2022;24;0,256;;;R
ES0031500202734001QW0F;01/10/2022;1;0,145;;;R
ES0031500202734001QW0F;01/10/2022;2;0,138;;;R
ES0031500202734001QW0F;01/10/2022;3;0,143;;;R
ES0031500202734001QW0F;01/10/2022;4;0,148;;;R
ES0031500202734001QW0F;01/10/2022;5;0,136;;;R
ES0031500202734001QW0F;01/10/2022;6;0,137;;;R
ES0031500202734001QW0F;01/10/2022;7;0,136;;;R
ES0031500202734001QW0F;01/10/2022;8;0,141;;;R
ES0031500202734001QW0F;01/10/2022;9;0,145;;;R
ES0031500202734001QW0F;01/10/2022;10;0,285;;;R
ES0031500202734001QW0F;01/10/2022;11;0,698;;;R
ES0031500202734001QW0F;01/10/2022;12;0,177;;;R
ES0031500202734001QW0F;01/10/2022;13;0,127;;;R
ES0031500202734001QW0F;01/10/2022;14;0,616;;;R
ES0031500202734001QW0F;01/10/2022;15;0,172;;;R
ES0031500202734001QW0F;01/10/2022;16;0,169;;;R
ES0031500202734001QW0F;01/10/2022;17;0,176;;;R
ES0031500202734001QW0F;01/10/2022;18;0,169;;;R
ES0031500202734001QW0F;01/10/2022;19;0,187;;;R
ES0031500202734001QW0F;01/10/2022;20;0,209;;;R
ES0031500202734001QW0F;01/10/2022;21;0,188;;;R
ES0031500202734001QW0F;01/10/2022;22;1,311;;;R
ES0031500202734001QW0F;01/10/2022;23;0,72;;;R
ES0031500202734001QW0F;01/10/2022;24;0,612;;;R
ES0031500202734001QW0F;02/10/2022;1;0,235;;;R
ES0031500202734001QW0F;02/10/2022;2;0,302;;;R
ES0031500202734001QW0F;02/10/2022;3;0,177;;;R
ES0031500202734001QW0F;02/10/2022;4;0,146;;;R
ES0031500202734001QW0F;02/10/2022;5;0,144;;;R
ES0031500202734001QW0F;02/10/2022;6;0,143;;;R
ES0031500202734001QW0F;02/10/2022;7;0,144;;;R
ES0031500202734001QW0F;02/10/2022;8;0,168;;;R
ES0031500202734001QW0F;02/10/2022;9;0,139;;;R
ES0031500202734001QW0F;02/10/2022;10;0,132;;;R
ES0031500202734001QW0F;02/10/2022;11;0,176;;;R
ES0031500202734001QW0F;02/10/2022;12;0,208;;;R
ES0031500202734001QW0F;02/10/2022;13;0,289;;;R
ES0031500202734001QW0F;02/10/2022;14;0,38;;;R
ES0031500202734001QW0F;02/10/2022;15;0,236;;;R
ES0031500202734001QW0F;02/10/2022;16;0,222;;;R
ES0031500202734001QW0F;02/10/2022;17;0,166;;;R
ES0031500202734001QW0F;02/10/2022;18;0,157;;;R
ES0031500202734001QW0F;02/10/2022;19;0,629;;;R
ES0031500202734001QW0F;02/10/2022;20;0,432;;;R
ES0031500202734001QW0F;02/10/2022;21;0,199;;;R
ES0031500202734001QW0F;02/10/2022;22;0,255;;;R
ES0031500202734001QW0F;02/10/2022;23;0,171;;;R
ES0031500202734001QW0F;02/10/2022;24;0,19;;;R
ES0031500202734001QW0F;03/10/2022;1;0,174;;;R
ES0031500202734001QW0F;03/10/2022;2;0,161;;;R
ES0031500202734001QW0F;03/10/2022;3;0,151;;;R
ES0031500202734001QW0F;03/10/2022;4;0,134;;;R
ES0031500202734001QW0F;03/10/2022;5;0,134;;;R
ES0031500202734001QW0F;03/10/2022;6;0,132;;;R
ES0031500202734001QW0F;03/10/2022;7;0,14;;;R
ES0031500202734001QW0F;03/10/2022;8;0,165;;;R
ES0031500202734001QW0F;03/10/2022;9;0,134;;;R
ES0031500202734001QW0F;03/10/2022;10;0,132;;;R
ES0031500202734001QW0F;03/10/2022;11;0,131;;;R
ES0031500202734001QW0F;03/10/2022;12;0,123;;;R
ES0031500202734001QW0F;03/10/2022;13;0,13;;;R
ES0031500202734001QW0F;03/10/2022;14;0,128;;;R
ES0031500202734001QW0F;03/10/2022;15;0,182;;;R
ES0031500202734001QW0F;03/10/2022;16;0,179;;;R
ES0031500202734001QW0F;03/10/2022;17;0,128;;;R
ES0031500202734001QW0F;03/10/2022;18;0,131;;;R
ES0031500202734001QW0F;03/10/2022;19;0,178;;;R
ES0031500202734001QW0F;03/10/2022;20;0,58;;;R
ES0031500202734001QW0F;03/10/2022;21;1,429;;;R
ES0031500202734001QW0F;03/10/2022;22;0,573;;;R
ES0031500202734001QW0F;03/10/2022;23;0,483;;;R
ES0031500202734001QW0F;03/10/2022;24;0,375;;;R
ES0031500202734001QW0F;04/10/2022;1;0,302;;;R
ES0031500202734001QW0F;04/10/2022;2;0,159;;;R
ES0031500202734001QW0F;04/10/2022;3;0,145;;;R
ES0031500202734001QW0F;04/10/2022;4;0,153;;;R
ES0031500202734001QW0F;04/10/2022;5;0,15;;;R
ES0031500202734001QW0F;04/10/2022;6;0,142;;;R
ES0031500202734001QW0F;04/10/2022;7;0,14;;;R
ES0031500202734001QW0F;04/10/2022;8;0,172;;;R
ES0031500202734001QW0F;04/10/2022;9;0,197;;;R
ES0031500202734001QW0F;04/10/2022;10;0,176;;;R
ES0031500202734001QW0F;04/10/2022;11;0,146;;;R
ES0031500202734001QW0F;04/10/2022;12;0,168;;;R
ES0031500202734001QW0F;04/10/2022;13;0,149;;;R
ES0031500202734001QW0F;04/10/2022;14;0,171;;;R
ES0031500202734001QW0F;04/10/2022;15;0,396;;;R
ES0031500202734001QW0F;04/10/2022;16;0,281;;;R
ES0031500202734001QW0F;04/10/2022;17;0,174;;;R
ES0031500202734001QW0F;04/10/2022;18;0,213;;;R
ES0031500202734001QW0F;04/10/2022;19;0,701;;;R
ES0031500202734001QW0F;04/10/2022;20;0,229;;;R
ES0031500202734001QW0F;04/10/2022;21;0,3;;;R
ES0031500202734001QW0F;04/10/2022;22;0,355;;;R
