CUPS;Fecha;Hora;AE_kWh;AS_KWh;AE_AUTOCONS_kWh;REAL/ESTIMADO
ES0031500202734001QW0F;30/12/2022;20;0,136;;;R
ES0031500202734001QW0F;30/12/2022;21;0,136;;;R
ES0031500202734001QW0F;30/12/2022;22;0,394;;;R
ES0031500202734001QW0F;30/12/2022;23;0,268;;;R
ES0031500202734001QW0F;30/12/2022;24;0,598;;;R
ES0031500202734001QW0F;31/12/2022;1;1,477;;;R
ES0031500202734001QW0F;31/12/2022;2;0,584;;;R
ES0031500202734001QW0F;31/12/2022;3;0,188;;;R
ES0031500202734001QW0F;31/12/2022;4;0,169;;;R
ES0031500202734001QW0F;31/12/2022;5;0,152;;;R
ES0031500202734001QW0F;31/12/2022;6;0,149;;;R
ES0031500202734001QW0F;31/12/2022;7;0,143;;;R
ES0031500202734001QW0F;31/12/2022;8;0,135;;;R
ES0031500202734001QW0F;31/12/2022;9;0,206;;;R
ES0031500202734001QW0F;31/12/2022;10;0,256;;;R
ES0031500202734001QW0F;31/12/2022;11;0,161;;;R
ES0031500202734001QW0F;31/12/2022;12;0,371;;;R
ES0031500202734001QW0F;31/12/2022;13;0,462;;;R
ES0031500202734001QW0F;31/12/2022;14;0,181;;;R
ES0031500202734001QW0F;31/12/2022;15;0,783;;;R
ES0031500202734001QW0F;31/12/2022;16;0,731;;;R
ES0031500202734001QW0F;31/12/2022;17;0,585;;;R
ES0031500202734001QW0F;31/12/2022;18;0,252;;;R
ES0031500202734001QW0F;31/12/2022;19;0,57;;;R
ES0031500202734001QW0F;31/12/2022;20;1,047;;;R
ES0031500202734001QW0F;31/12/2022;21;1,886;;;R
ES0031500202734001QW0F;31/12/2022;22;0,654;;;R
ES0031500202734001QW0F;31/12/2022;23;0,425;;;R
ES0031500202734001QW0F;31/12/2022;24;2,076;;;R
ES0031500202734001QW0F;01/01/2023;1;1,941;;;R
ES0031500202734001QW0F;01/01/2023;2;0,475;;;R
ES0031500202734001QW0F;01/01/2023;3;0,464;;;R
ES0031500202734001QW0F;01/01/2023;4;0,461;;;R
ES0031500202734001QW0F;01/01/2023;5;0,336;;;R
ES0031500202734001QW0F;01/01/2023;6;0,195;;;R
ES0031500202734001QW0F;01/01/2023;7;0,17;;;R
ES0031500202734001QW0F;01/01/2023;8;0,141;;;R
ES0031500202734001QW0F;01/01/2023;9;0,141;;;R
ES0031500202734001QW0F;01/01/2023;10;0,8;;;R
ES0031500202734001QW0F;01/01/2023;11;1,745;;;R
ES0031500202734001QW0F;01/01/2023;12;0,14;;;R
ES0031500202734001QW0F;01/01/2023;13;0,135;;;R
ES0031500202734001QW0F;01/01/2023;14;0,141;;;R
ES0031500202734001QW0F;01/01/2023;15;0,606;;;R
ES0031500202734001QW0F;01/01/2023;16;0,907;;;R
ES0031500202734001QW0F;01/01/2023;17;0,394;;;R
ES0031500202734001QW0F;01/01/2023;18;0,568;;;R
ES0031500202734001QW0F;01/01/2023;19;0,956;;;R
ES0031500202734001QW0F;01/01/2023;20;2,183;;;R
ES0031500202734001QW0F;01/01/2023;21;0,537;;;R
ES0031500202734001QW0F;01/01/2023;22;0,971;;;R
ES0031500202734001QW0F;01/01/2023;23;0,286;;;R
ES0031500202734001QW0F;01/01/2023;24;0,996;;;R
ES0031500202734001QW0F;02/01/2023;1;0,302;;;R
ES0031500202734001QW0F;02/01/2023;2;0,245;;;R
ES0031500202734001QW0F;02/01/2023;3;0,228;;;R
ES0031500202734001QW0F;02/01/2023;4;0,188;;;R
ES0031500202734001QW0F;02/01/2023;5;0,147;;;R
ES0031500202734001QW0F;02/01/2023;6;0,14;;;R
ES0031500202734001QW0F;02/01/2023;7;0,139;;;R
ES0031500202734001QW0F;02/01/2023;8;0,201;;;R
ES0031500202734001QW0F;02/01/2023;9;0,189;;;R
ES0031500202734001QW0F;02/01/2023;10;0,197;;;R
ES0031500202734001QW0F;02/01/2023;11;0,163;;;R
ES0031500202734001QW0F;02/01/2023;12;0,192;;;R
ES0031500202734001QW0F;02/01/2023;13;0,51;;;R
ES0031500202734001QW0F;02/01/2023;14;0,221;;;R
ES0031500202734001QW0F;02/01/2023;15;0,484;;;R
ES0031500202734001QW0F;02/01/2023;16;0,324;;;R
ES0031500202734001QW0F;02/01/2023;17;0,773;;;R
ES0031500202734001QW0F;02/01/2023;18;0,595;;;R
ES0031500202734001QW0F;02/01/2023;19;0,547;;;R
ES0031500202734001QW0F;02/01/2023;20;0,295;;;R
ES0031500202734001QW0F;02/01/2023;21;0,852;;;R
ES0031500202734001QW0F;02/01/2023;22;0,479;;;R
ES0031500202734001QW0F;02/01/2023;23;0,491;;;R
ES0031500202734001QW0F;02/01/2023;24;0,337;;;R
ES0031500202734001QW0F;03/01/2023;1;1,666;;;R
ES0031500202734001QW0F;03/01/2023;2;0,151;;;R
ES0031500202734001QW0F;03/01/2023;3;0,66;;;R
ES0031500202734001QW0F;03/01/2023;4;0,473;;;R
ES0031500202734001QW0F;03/01/2023;5;0,146;;;R
ES0031500202734001QW0F;03/01/2023;6;0,674;;;R
ES0031500202734001QW0F;03/01/2023;7;0,149;;;R
ES0031500202734001QW0F;03/01/2023;8;0,256;;;R
ES0031500202734001QW0F;03/01/2023;9;0,136;;;R
ES0031500202734001QW0F;03/01/2023;10;0,141;;;R
ES0031500202734001QW0F;03/01/2023;11;0,136;;;R
ES0031500202734001QW0F;03/01/2023;12;0,147;;;R
ES0031500202734001QW0F;03/01/2023;13;0,391;;;R
ES0031500202734001QW0F;03/01/2023;14;0,324;;;R
ES0031500202734001QW0F;03/01/2023;15;0,291;;;R
ES0031500202734001QW0F;03/01/2023;16;0,891;;;R
ES0031500202734001QW0F;03/01/2023;17;0,248;;;R
ES0031500202734001QW0F;03/01/2023;18;0,136;;;R
ES0031500202734001QW0F;03/01/2023;19;0,132;;;R
ES0031500202734001QW0F;03/01/2023;20;0,137;;;R
ES0031500202734001QW0F;03/01/2023;21;0,391;;;R
ES0031500202734001QW0F;03/01/2023;22;0,489;;;R
ES0031500202734001QW0F;03/01/2023;23;0,451;;;R
ES0031500202734001QW0F;03/01/2023;24;0,37;;;R
ES0031500202734001QW0F;04/01/2023;1;0,267;;;R
ES0031500202734001QW0F;04/01/2023;2;0,2;;;R
ES0031500202734001QW0F;04/01/2023;3;0,217;;;R
ES0031500202734001QW0F;04/01/2023;4;0,189;;;R
ES0031500202734001QW0F;04/01/2023;5;0,186;;;R
ES0031500202734001QW0F;04/01/2023;6;0,179;;;R
ES0031500202734001QW0F;04/01/2023;7;0,185;;;R
ES0031500202734001QW0F;04/01/2023;8;0,172;;;R
ES0031500202734001QW0F;04/01/2023;9;0,139;;;R
ES0031500202734001QW0F;04/01/2023;10;0,151;;;R
ES0031500202734001QW0F;04/01/2023;11;0,247;;;R
ES0031500202734001QW0F;04/01/2023;12;0,168;;;R
ES0031500202734001QW0F;04/01/2023;13;0,282;;;R
ES0031500202734001QW0F;04/01/2023;14;0,265;;;R
ES0031500202734001QW0F;04/01/2023;15;0,275;;;R
ES0031500202734001QW0F;04/01/2023;16;0,791;;;R
ES0031500202734001QW0F;04/01/2023;17;0,444;;;R
ES0031500202734001QW0F;04/01/2023;18;0,671;;;R
ES0031500202734001QW0F;04/01/2023;19;0,859;;;R
ES0031500202734001QW0F;04/01/2023;20;0,783;;;R
ES0031500202734001QW0F;04/01/2023;21;0,526;;;R
ES0031500202734001QW0F;04/01/2023;22;0,285;;;R
ES0031500202734001QW0F;04/01/2023;23;0,407;;;R
ES0031500202734001QW0F;04/01/2023;24;1,922;;;R
ES0031500202734001QW0F;05/01/2023;1;1,158;;;R
ES0031500202734001QW0F;05/01/2023;2;2,211;;;R
ES0031500202734001QW0F;05/01/2023;3;0,165;;;R
ES0031500202734001QW0F;05/01/2023;4;0,143;;;R
ES0031500202734001QW0F;05/01/2023;5;0,14;;;R
ES0031500202734001QW0F;05/01/2023;6;0,142;;;R
ES0031500202734001QW0F;05/01/2023;7;0,142;;;R
ES0031500202734001QW0F;05/01/2023;8;0,2;;;R
ES0031500202734001QW0F;05/01/2023;9;0,168;;;R
ES0031500202734001QW0F;05/01/2023;10;0,142;;;R
ES0031500202734001QW0F;05/01/2023;11;0,2;;;R
ES0031500202734001QW0F;05/01/2023;12;0,153;;;R
ES0031500202734001QW0F;05/01/2023;13;0,145;;;R
ES0031500202734001QW0F;05/01/2023;14;0,155;;;R
ES0031500202734001QW0F;05/01/2023;15;0,489;;;R
ES0031500202734001QW0F;05/01/2023;16;1,238;;;R
ES0031500202734001QW0F;05/01/2023;17;0,184;;;R
ES0031500202734001QW0F;05/01/2023;18;0,31;;;R
ES0031500202734001QW0F;05/01/2023;19;0,442;;;R
ES0031500202734001QW0F;05/01/2023;20;1,108;;;R
ES0031500202734001QW0F;05/01/2023;21;0,145;;;R
ES0031500202734001QW0F;05/01/2023;22;0,134;;;R
ES0031500202734001QW0F;05/01/2023;23;0,127;;;R
ES0031500202734001QW0F;05/01/2023;24;0,137;;;R
ES0031500202734001QW0F;06/01/2023;1;0,137;;;R
ES0031500202734001QW0F;06/01/2023;2;0,181;;;R
ES0031500202734001QW0F;06/01/2023;3;0,154;;;R
ES0031500202734001QW0F;06/01/2023;4;0,147;;;R
ES0031500202734001QW0F;06/01/2023;5;0,132;;;R
ES0031500202734001QW0F;06/01/2023;6;0,133;;;R
ES0031500202734001QW0F;06/01/2023;7;0,137;;;R
ES0031500202734001QW0F;06/01/2023;8;0,136;;;R
ES0031500202734001QW0F;06/01/2023;9;0,138;;;R
ES0031500202734001QW0F;06/01/2023;10;0,126;;;R
ES0031500202734001QW0F;06/01/2023;11;0,371;;;R
ES0031500202734001QW0F;06/01/2023;12;0,581;;;R
ES0031500202734001QW0F;06/01/2023;13;0,176;;;R
ES0031500202734001QW0F;06/01/2023;14;0,183;;;R
ES0031500202734001QW0F;06/01/2023;15;0,355;;;R
ES0031500202734001QW0F;06/01/2023;16;1,088;;;R
ES0031500202734001QW0F;06/01/2023;17;0,257;;;R
ES0031500202734001QW0F;06/01/2023;18;0,501;;;R
ES0031500202734001QW0F;06/01/2023;19;0,309;;;R
ES0031500202734001QW0F;06/01/2023;20;1,006;;;R
ES0031500202734001QW0F;06/01/2023;21;0,669;;;R
ES0031500202734001QW0F;06/01/2023;22;0,307;;;R
ES0031500202734001QW0F;06/01/2023;23;0,569;;;R
ES0031500202734001QW0F;06/01/2023;24;0,257;;;R
ES0031500202734001QW0F;07/01/2023;1;0,257;;;R
ES0031500202734001QW0F;07/01/2023;2;0,254;;;R
ES0031500202734001QW0F;07/01/2023;3;0,18;;;R
ES0031500202734001QW0F;07/01/2023;4;0,147;;;R
ES0031500202734001QW0F;07/01/2023;5;0,145;;;R
ES0031500202734001QW0F;07/01/2023;6;0,138;;;R
ES0031500202734001QW0F;07/01/2023;7;0,129;;;R
ES0031500202734001QW0F;07/01/2023;8;0,138;;;R
ES0031500202734001QW0F;07/01/2023;9;0,625;;;R
ES0031500202734001QW0F;07/01/2023;10;1,064;;;R
ES0031500202734001QW0F;07/01/2023;11;0,628;;;R
ES0031500202734001QW0F;07/01/2023;12;0,18;;;R
ES0031500202734001QW0F;07/01/2023;13;0,157;;;R
ES0031500202734001QW0F;07/01/2023;14;0,137;;;R
ES0031500202734001QW0F;07/01/2023;15;0,13;;;R
ES0031500202734001QW0F;07/01/2023;16;0,29;;;R
ES0031500202734001QW0F;07/01/2023;17;0,153;;;R
ES0031500202734001QW0F;07/01/2023;18;0,369;;;R
ES0031500202734001QW0F;07/01/2023;19;0,165;;;R
ES0031500202734001QW0F;07/01/2023;20;0,136;;;R
ES0031500202734001QW0F;07/01/2023;21;0,304;;;R
ES0031500202734001QW0F;07/01/2023;22;0,455;;;R
ES0031500202734001QW0F;07/01/2023;23;1,386;;;R
ES0031500202734001QW0F;07/01/2023;24;1,189;;;R
ES0031500202734001QW0F;08/01/2023;1;1,358;;;R
ES0031500202734001QW0F;08/01/2023;2;0,262;;;R
ES0031500202734001QW0F;08/01/2023;3;0,174;;;R
ES0031500202734001QW0F;08/01/2023;4;0,136;;;R
ES0031500202734001QW0F;08/01/2023;5;0,14;;;R
ES0031500202734001QW0F;08/01/2023;6;0,138;;;R
ES0031500202734001QW0F;08/01/2023;7;0,138;;;R
ES0031500202734001QW0F;08/01/2023;8;0,137;;;R
ES0031500202734001QW0F;08/01/2023;9;0,144;;;R
ES0031500202734001QW0F;08/01/2023;10;0,149;;;R
ES0031500202734001QW0F;08/01/2023;11;1,667;;;R
ES0031500202734001QW0F;08/01/2023;12;2,142;;;R
ES0031500202734001QW0F;08/01/2023;13;2,105;;;R
ES0031500202734001QW0F;08/01/2023;14;1,409;;;R
ES0031500202734001QW0F;08/01/2023;15;1,109;;;R
ES0031500202734001QW0F;08/01/2023;16;0,724;;;R
ES0031500202734001QW0F;08/01/2023;17;2,263;;;R
ES0031500202734001QW0F;08/01/2023;18;0,366;;;R
ES0031500202734001QW0F;08/01/2023;19;0,602;;;R
ES0031500202734001QW0F;08/01/2023;20;1,086;;;R
ES0031500202734001QW0F;08/01/2023;21;2,448;;;R
ES0031500202734001QW0F;08/01/2023;22;0,336;;;R
ES0031500202734001QW0F;08/01/2023;23;3,104;;;R
ES0031500202734001QW0F;08/01/2023;24;1,215;;;R
ES0031500202734001QW0F;09/01/2023;1;1,533;;;R
ES0031500202734001QW0F;09/01/2023;2;0,352;;;R
ES0031500202734001QW0F;09/01/2023;3;0,277;;;R
ES0031500202734001QW0F;09/01/2023;4;0,135;;;R
ES0031500202734001QW0F;09/01/2023;5;0,168;;;E
ES0031500202734001QW0F;09/01/2023;6;0,172;;;E
ES0031500202734001QW0F;09/01/2023;7;0,513;;;R
ES0031500202734001QW0F;09/01/2023;8;0,16;;;R
ES0031500202734001QW0F;09/01/2023;9;0,133;;;R
ES0031500202734001QW0F;09/01/2023;10;0,137;;;R
ES0031500202734001QW0F;09/01/2023;11;0,241;;;R
ES0031500202734001QW0F;09/01/2023;12;0,18;;;R
ES0031500202734001QW0F;09/01/2023;13;0,615;;;R
ES0031500202734001QW0F;09/01/2023;14;0,22;;;R
ES0031500202734001QW0F;09/01/2023;15;0,267;;;R
ES0031500202734001QW0F;09/01/2023;16;0,592;;;R
ES0031500202734001QW0F;09/01/2023;17;0,524;;;R
ES0031500202734001QW0F;09/01/2023;18;0,17;;;R
ES0031500202734001QW0F;09/01/2023;19;0,21;;;R
ES0031500202734001QW0F;09/01/2023;20;0,291;;;R
ES0031500202734001QW0F;09/01/2023;21;1,037;;;R
ES0031500202734001QW0F;09/01/2023;22;0,373;;;R
ES0031500202734001QW0F;09/01/2023;23;0,215;;;R
ES0031500202734001QW0F;09/01/2023;24;0,29;;;R
ES0031500202734001QW0F;10/01/2023;1;0,736;;;R
ES0031500202734001QW0F;10/01/2023;2;0,144;;;R
ES0031500202734001QW0F;10/01/2023;3;0,133;;;R
ES0031500202734001QW0F;10/01/2023;4;0,14;;;R
ES0031500202734001QW0F;10/01/2023;5;0,142;;;R
ES0031500202734001QW0F;10/01/2023;6;0,135;;;R
ES0031500202734001QW0F;10/01/2023;7;0,176;;;R
ES0031500202734001QW0F;10/01/2023;8;0,585;;;R
ES0031500202734001QW0F;10/01/2023;9;0,143;;;R
ES0031500202734001QW0F;10/01/2023;10;0,129;;;R
ES0031500202734001QW0F;10/01/2023;11;0,128;;;R
ES0031500202734001QW0F;10/01/2023;12;0,147;;;R
ES0031500202734001QW0F;10/01/2023;13;0,161;;;R
ES0031500202734001QW0F;10/01/2023;14;0,155;;;R
ES0031500202734001QW0F;10/01/2023;15;0,233;;;R
ES0031500202734001QW0F;10/01/2023;16;0,206;;;R
ES0031500202734001QW0F;10/01/2023;17;0,181;;;R
ES0031500202734001QW0F;10/01/2023;18;0,178;;;R
ES0031500202734001QW0F;10/01/2023;19;0,155;;;R
ES0031500202734001QW0F;10/01/2023;20;0,207;;;R
ES0031500202734001QW0F;10/01/2023;21;1,256;;;R
ES0031500202734001QW0F;10/01/2023;22;0,34;;;R
ES0031500202734001QW0F;10/01/2023;23;0,487;;;R
ES0031500202734001QW0F;10/01/2023;24;1,034;;;R
ES0031500202734001QW0F;11/01/2023;1;1,111;;;R
ES0031500202734001QW0F;11/01/2023;2;0,775;;;R
ES0031500202734001QW0F;11/01/2023;3;0,161;;;R
ES0031500202734001QW0F;11/01/2023;4;0,452;;;R
ES0031500202734001QW0F;11/01/2023;5;0,143;;;R
ES0031500202734001QW0F;11/01/2023;6;0,133;;;R
ES0031500202734001QW0F;11/01/2023;7;0,173;;;R
ES0031500202734001QW0F;11/01/2023;8;0,167;;;R
ES0031500202734001QW0F;11/01/2023;9;0,202;;;R
ES0031500202734001QW0F;11/01/2023;10;0,132;;;R
ES0031500202734001QW0F;11/01/2023;11;0,155;;;R
ES0031500202734001QW0F;11/01/2023;12;0,723;;;R
ES0031500202734001QW0F;11/01/2023;13;0,138;;;R
ES0031500202734001QW0F;11/01/2023;14;0,173;;;R
ES0031500202734001QW0F;11/01/2023;15;0,333;;;R
ES0031500202734001QW0F;11/01/2023;16;0,731;;;R
ES0031500202734001QW0F;11/01/2023;17;0,601;;;R
ES0031500202734001QW0F;11/01/2023;18;0,368;;;R
ES0031500202734001QW0F;11/01/2023;19;0,141;;;R
ES0031500202734001QW0F;11/01/2023;20;0,219;;;R
ES0031500202734001QW0F;11/01/2023;21;0,239;;;R
ES0031500202734001QW0F;11/01/2023;22;0,315;;;R
ES0031500202734001QW0F;11/01/2023;23;0,432;;;R
ES0031500202734001QW0F;11/01/2023;24;1,157;;;R
ES0031500202734001QW0F;12/01/2023;1;0,267;;;R
ES0031500202734001QW0F;12/01/2023;2;0,196;;;R
ES0031500202734001QW0F;12/01/2023;3;0,168;;;R
ES0031500202734001QW0F;12/01/2023;4;0,145;;;R
ES0031500202734001QW0F;12/01/2023;5;0,136;;;R
ES0031500202734001QW0F;12/01/2023;6;0,134;;;R
ES0031500202734001QW0F;12/01/2023;7;0,475;;;R
ES0031500202734001QW0F;12/01/2023;8;0,711;;;R
ES0031500202734001QW0F;12/01/2023;9;0,126;;;R
ES0031500202734001QW0F;12/01/2023;10;0,13;;;R
ES0031500202734001QW0F;12/01/2023;11;0,202;;;R
ES0031500202734001QW0F;12/01/2023;12;0,255;;;R
ES0031500202734001QW0F;12/01/2023;13;0,234;;;R
ES0031500202734001QW0F;12/01/2023;14;0,918;;;R
ES0031500202734001QW0F;12/01/2023;15;1,445;;;R
ES0031500202734001QW0F;12/01/2023;16;0,878;;;R
ES0031500202734001QW0F;12/01/2023;17;1,391;;;R
ES0031500202734001QW0F;12/01/2023;18;0,184;;;R
ES0031500202734001QW0F;12/01/2023;19;0,736;;;R
ES0031500202734001QW0F;12/01/2023;20;0,216;;;R
ES0031500202734001QW0F;12/01/2023;21;1,281;;;R
ES0031500202734001QW0F;12/01/2023;22;0,664;;;R
ES0031500202734001QW0F;12/01/2023;23;0,31;;;R
ES0031500202734001QW0F;12/01/2023;24;1,129;;;R
ES0031500202734001QW0F;13/01/2023;1;0,372;;;R
ES0031500202734001QW0F;13/01/2023;2;0,189;;;R
ES0031500202734001QW0F;13/01/2023;3;0,154;;;R
ES0031500202734001QW0F;13/01/2023;4;0,147;;;R
ES0031500202734001QW0F;13/01/2023;5;0,146;;;R
ES0031500202734001QW0F;13/01/2023;6;0,136;;;R
ES0031500202734001QW0F;13/01/2023;7;0,178;;;R
ES0031500202734001QW0F;13/01/2023;8;0,186;;;R
ES0031500202734001QW0F;13/01/2023;9;0,442;;;R
ES0031500202734001QW0F;13/01/2023;10;0,132;;;R
ES0031500202734001QW0F;13/01/2023;11;0,238;;;R
ES0031500202734001QW0F;13/01/2023;12;0,601;;;R
ES0031500202734001QW0F;13/01/2023;13;0,224;;;R
ES0031500202734001QW0F;13/01/2023;14;1,085;;;R
ES0031500202734001QW0F;13/01/2023;15;0,32;;;R
ES0031500202734001QW0F;13/01/2023;16;0,638;;;R
ES0031500202734001QW0F;13/01/2023;17;0,8;;;R
ES0031500202734001QW0F;13/01/2023;18;0,183;;;R
ES0031500202734001QW0F;13/01/2023;19;0,513;;;R
ES0031500202734001QW0F;13/01/2023;20;0,461;;;R
ES0031500202734001QW0F;13/01/2023;21;0,17;;;R
ES0031500202734001QW0F;13/01/2023;22;0,247;;;R
ES0031500202734001QW0F;13/01/2023;23;0,397;;;R
ES0031500202734001QW0F;13/01/2023;24;0,32;;;R
ES0031500202734001QW0F;14/01/2023;1;0,307;;;R
ES0031500202734001QW0F;14/01/2023;2;0,771;;;R
ES0031500202734001QW0F;14/01/2023;3;0,147;;;R
ES0031500202734001QW0F;14/01/2023;4;0,144;;;R
ES0031500202734001QW0F;14/01/2023;5;0,595;;;R
ES0031500202734001QW0F;14/01/2023;6;0,28;;;R
ES0031500202734001QW0F;14/01/2023;7;0,495;;;R
ES0031500202734001QW0F;14/01/2023;8;0,136;;;R
ES0031500202734001QW0F;14/01/2023;9;0,141;;;R
ES0031500202734001QW0F;14/01/2023;10;0,148;;;R
ES0031500202734001QW0F;14/01/2023;11;0,276;;;R
ES0031500202734001QW0F;14/01/2023;12;0,221;;;R
ES0031500202734001QW0F;14/01/2023;13;0,21;;;R
ES0031500202734001QW0F;14/01/2023;14;0,208;;;R
ES0031500202734001QW0F;14/01/2023;15;0,482;;;R
ES0031500202734001QW0F;14/01/2023;16;0,249;;;R
ES0031500202734001QW0F;14/01/2023;17;1,723;;;R
ES0031500202734001QW0F;14/01/2023;18;0,418;;;R
ES0031500202734001QW0F;14/01/2023;19;0,294;;;R
ES0031500202734001QW0F;14/01/2023;20;1,274;;;R
ES0031500202734001QW0F;14/01/2023;21;0,272;;;R
ES0031500202734001QW0F;14/01/2023;22;0,137;;;R
ES0031500202734001QW0F;14/01/2023;23;0,135;;;R
ES0031500202734001QW0F;14/01/2023;24;0,134;;;R
ES0031500202734001QW0F;15/01/2023;1;0,172;;;R
ES0031500202734001QW0F;15/01/2023;2;0,144;;;R
ES0031500202734001QW0F;15/01/2023;3;0,776;;;R
ES0031500202734001QW0F;15/01/2023;4;0,144;;;R
ES0031500202734001QW0F;15/01/2023;5;0,147;;;R
ES0031500202734001QW0F;15/01/2023;6;0,136;;;R
ES0031500202734001QW0F;15/01/2023;7;0,134;;;R
ES0031500202734001QW0F;15/01/2023;8;0,13;;;R
ES0031500202734001QW0F;15/01/2023;9;0,138;;;R
ES0031500202734001QW0F;15/01/2023;10;0,176;;;R
ES0031500202734001QW0F;15/01/2023;11;0,825;;;R
ES0031500202734001QW0F;15/01/2023;12;1,439;;;R
ES0031500202734001QW0F;15/01/2023;13;0,696;;;R
ES0031500202734001QW0F;15/01/2023;14;0,287;;;R
ES0031500202734001QW0F;15/01/2023;15;0,339;;;R
ES0031500202734001QW0F;15/01/2023;16;0,745;;;R
ES0031500202734001QW0F;15/01/2023;17;0,138;;;R
ES0031500202734001QW0F;15/01/2023;18;2,21;;;R
ES0031500202734001QW0F;15/01/2023;19;1,615;;;R
ES0031500202734001QW0F;15/01/2023;20;0,476;;;R
ES0031500202734001QW0F;15/01/2023;21;1,322;;;R
ES0031500202734001QW0F;15/01/2023;22;1,413;;;R
ES0031500202734001QW0F;15/01/2023;23;3,11;;;R
ES0031500202734001QW0F;15/01/2023;24;0,447;;;R
ES0031500202734001QW0F;16/01/2023;1;1,071;;;R
ES0031500202734001QW0F;16/01/2023;2;0,256;;;R
ES0031500202734001QW0F;16/01/2023;3;0,224;;;R
ES0031500202734001QW0F;16/01/2023;4;0,146;;;R
ES0031500202734001QW0F;16/01/2023;5;0,134;;;R
ES0031500202734001QW0F;16/01/2023;6;0,144;;;R
ES0031500202734001QW0F;16/01/2023;7;0,161;;;R
ES0031500202734001QW0F;16/01/2023;8;0,702;;;R
ES0031500202734001QW0F;16/01/2023;9;0,224;;;R
ES0031500202734001QW0F;16/01/2023;10;0,239;;;R
ES0031500202734001QW0F;16/01/2023;11;0,234;;;R
ES0031500202734001QW0F;16/01/2023;12;0,229;;;R
ES0031500202734001QW0F;16/01/2023;13;0,994;;;R
ES0031500202734001QW0F;16/01/2023;14;0,152;;;R
ES0031500202734001QW0F;16/01/2023;15;0,219;;;R
ES0031500202734001QW0F;16/01/2023;16;1,115;;;R
ES0031500202734001QW0F;16/01/2023;17;0,182;;;R
ES0031500202734001QW0F;16/01/2023;18;0,47;;;R
ES0031500202734001QW0F;16/01/2023;19;0,2;;;R
ES0031500202734001QW0F;16/01/2023;20;1,063;;;R
ES0031500202734001QW0F;16/01/2023;21;0,549;;;R
ES0031500202734001QW0F;16/01/2023;22;0,749;;;R
ES0031500202734001QW0F;16/01/2023;23;1,324;;;R
ES0031500202734001QW0F;16/01/2023;24;0,436;;;R
ES0031500202734001QW0F;17/01/2023;1;0,315;;;R
ES0031500202734001QW0F;17/01/2023;2;0,21;;;R
ES0031500202734001QW0F;17/01/2023;3;0,157;;;R
ES0031500202734001QW0F;17/01/2023;4;0,148;;;R
ES0031500202734001QW0F;17/01/2023;5;0,142;;;R
ES0031500202734001QW0F;17/01/2023;6;0,137;;;R
ES0031500202734001QW0F;17/01/2023;7;0,135;;;R
ES0031500202734001QW0F;17/01/2023;8;0,344;;;R
ES0031500202734001QW0F;17/01/2023;9;0,16;;;R
ES0031500202734001QW0F;17/01/2023;10;0,305;;;R
ES0031500202734001QW0F;17/01/2023;11;1,005;;;R
ES0031500202734001QW0F;17/01/2023;12;0,215;;;R
ES0031500202734001QW0F;17/01/2023;13;0,238;;;R
ES0031500202734001QW0F;17/01/2023;14;0,223;;;R
ES0031500202734001QW0F;17/01/2023;15;0,218;;;R
ES0031500202734001QW0F;17/01/2023;16;0,833;;;R
ES0031500202734001QW0F;17/01/2023;17;0,477;;;R
ES0031500202734001QW0F;17/01/2023;18;0,837;;;R
ES0031500202734001QW0F;17/01/2023;19;0,789;;;R
ES0031500202734001QW0F;17/01/2023;20;0,329;;;R
ES0031500202734001QW0F;17/01/2023;21;0,647;;;R
ES0031500202734001QW0F;17/01/2023;22;0,45;;;R
ES0031500202734001QW0F;17/01/2023;23;0,299;;;R
ES0031500202734001QW0F;17/01/2023;24;0,448;;;R
ES0031500202734001QW0F;18/01/2023;1;1,097;;;R
ES0031500202734001QW0F;18/01/2023;2;0,695;;;R
ES0031500202734001QW0F;18/01/2023;3;0,191;;;R
ES0031500202734001QW0F;18/01/2023;4;0,162;;;R
ES0031500202734001QW0F;18/01/2023;5;0,141;;;R
ES0031500202734001QW0F;18/01/2023;6;0,139;;;R
ES0031500202734001QW0F;18/01/2023;7;0,416;;;R
ES0031500202734001QW0F;18/01/2023;8;0,623;;;R
ES0031500202734001QW0F;18/01/2023;9;0,2;;;R
ES0031500202734001QW0F;18/01/2023;10;0,214;;;R
ES0031500202734001QW0F;18/01/2023;11;0,216;;;R
ES0031500202734001QW0F;18/01/2023;12;0,159;;;R
ES0031500202734001QW0F;18/01/2023;13;0,389;;;R
ES0031500202734001QW0F;18/01/2023;14;0,22;;;R
ES0031500202734001QW0F;18/01/2023;15;0,204;;;R
ES0031500202734001QW0F;18/01/2023;16;0,173;;;R
ES0031500202734001QW0F;18/01/2023;17;0,148;;;R
ES0031500202734001QW0F;18/01/2023;18;0,486;;;R
ES0031500202734001QW0F;18/01/2023;19;0,31;;;R
ES0031500202734001QW0F;18/01/2023;20;0,384;;;R
ES0031500202734001QW0F;18/01/2023;21;1,416;;;R
ES0031500202734001QW0F;18/01/2023;22;0,873;;;R
ES0031500202734001QW0F;18/01/2023;23;0,871;;;R
ES0031500202734001QW0F;18/01/2023;24;0,231;;;R
ES0031500202734001QW0F;19/01/2023;1;0,141;;;R
ES0031500202734001QW0F;19/01/2023;2;0,138;;;R
ES0031500202734001QW0F;19/01/2023;3;0,138;;;R
